name,display_name,bio,followers_count,following_count,acct_created,location,id,id_str
b'RepPaulMitchell',b'Rep. Paul Mitchell',b'Official account for Congressman Paul Mitchell #MI10\nFollow me on Instagram \xe2\x9e\xa1\xef\xb8\x8f https://t.co/PbbvZmjrjJ',6838,416,2016-12-21 18:01:14,b'',811632636598910976,b'811632636598910976'
b'SenCortezMasto',b'Senator Cortez Masto',b'U.S. Senator from the great state of Nevada.',38993,838,2016-12-20 20:53:22,b'',811313565760163844,b'811313565760163844'
b'RepOHalleran',"b""Rep. Tom O'Halleran""","b'Proud husband, father, and grandfather. Fighting for #AZ01 families and co-chairing the @HouseBlueDogs Coalition.'",14178,5718,2016-12-12 21:02:11,"b'Arizona, USA'",808416682972770304,b'808416682972770304'
b'RepRaskin',b'Rep. Jamie Raskin',"b""Proudly serving MD's 8th District. Member of: @rulesdemocrats | @housejudiciary | @oversightdems | @houseadm_dems. https://t.co/EkyEyszJWc""",65572,4639,2016-12-08 17:00:41,"b""Maryland's 8th District""",806906355214852096,b'806906355214852096'
b'RepDrewFerguson',b'Drew Ferguson',"b""Proud to serve the good people of Georgia's 3rd District in Congress""",7234,96,2016-12-07 19:39:25,"b'West Point, GA'",806583915012046854,b'806583915012046854'
b'SenKamalaHarris',b'Kamala Harris',b'United States Senator for California',938627,664,2016-11-29 20:16:39,b'',803694179079458816,b'803694179079458816'
b'RepValDemings',b'Rep. Val Demings',"b""U.S. Representative Florida's 10th Congressional District. Public Servant. Former Orlando Police Chief. Christian. Wife. Mother. Grandmother. Harley Enthusiast.""",31277,816,2016-11-16 19:36:29,"b'Washington, DC I Orlando, FL'",798973032362606600,b'798973032362606600'
b'RepJimmyPanetta',b'Rep. Jimmy Panetta',"b""I'm honored to serve as the Congressman for California's Central Coast (CA-20) in the U.S. House of Representatives.""",9472,521,2016-11-10 15:29:45,b'',796736612554117120,b'796736612554117120'
b'RepStephMurphy',b'Rep. Stephanie Murphy',b'Fighting for progress and proudly representing Seminole & Orange Counties in the U.S. House of Representatives. #FL07',23526,1072,2016-11-09 02:51:57,"b'Winter Park, FL'",796183515998068736,b'796183515998068736'
b'RepMarshall',b'Rep. Roger Marshall',"b""Physician, Grandpa, Congressman representing Kansas' Big 1st District""",2018,0,2016-07-11 04:49:49,"b'Great Bend, KS'",752364246218862592,b'752364246218862592'
b'WarrenDavidson',b'Warren Davidson',"b""U.S. Congressman serving Ohio's 8th District. Constitutionalist and former Army Ranger. It's not compassionate to bankrupt America!""",18374,4146,2016-06-14 15:08:44,"b'Washington, DC'",742735530287304704,b'742735530287304704'
b'CongBoyle',b'Rep. Brendan Boyle',"b'Official Leg. account of Rep. Brendan Boyle. Co-Chair @BlueCollarDems, Proud Father, Loyal Philly sports fan and Fighter for the PA-02 Congressional District'",12304,3672,2015-11-20 20:17:53,b'',4304448314,b'4304448314'
b'GReschenthaler',b'Rep. Guy Reschenthaler',b'Representing the people of PA-14 in the U.S. House of Representatives.',8728,283,2015-11-16 22:15:01,b'',4205133682,b'4205133682'
b'RepLaHood',b'Darin LaHood',b'Proudly representing the 18th Congressional District of Illinois. Member of @WaysandMeansGOP.',14201,1030,2015-09-17 14:16:48,b'IL-18 Congressional District',3686482216,b'3686482216'
b'RepTrentKelly',b'Trent Kelly',"b""Proudly serving Mississippi's First Congressional District in the U.S. House of Representatives. \nRt's & likes \xe2\x89\xa0 Endorsements""",8746,3501,2015-06-10 19:56:03,b'',3317799825,b'3317799825'
b'DonaldNorcross',b'Donald Norcross',"b'Congressman, NJ-01 \xe2\x80\xa2 Electrician \xe2\x80\xa2 Born & Raised in South Jersey \xe2\x80\xa2 Husband, Dad, Granddad \xe2\x80\xa2 @EdLaborCmte Member \xe2\x80\xa2 @HASCDemocrats TAL Chair'",9828,1237,2015-03-27 20:08:34,b'',3122099613,b'3122099613'
b'RepTedLieu',b'Rep. Ted Lieu',"b'Official Twitter account for the Office of Rep @TedLieu, serving #CA33 in the U.S. House of Representatives \xe2\x80\xa2 https://t.co/cSZYg2t9ap \xe2\x80\xa2 https://t.co/oA7bA0mWrM'",149546,5263,2015-02-19 20:08:54,"b'Los Angeles, CA & Washington, DC'",3044993235,b'3044993235'
b'RepAmata',b'Rep. Aumua Amata\xf0\x9f\x87\xa6\xf0\x9f\x87\xb8',"b'Congresswoman proudly representing American Samoa. Serving on the @NatResources, @HouseVetAffairs, and @HouseSmallBiz'",3356,180,2015-02-09 16:00:36,"b'Washington, D.C.'",3026622545,b'3026622545'
b'RepPeteAguilar',b'Rep. Pete Aguilar',"b'Pete Aguilar represents CA\xe2\x80\x99s 31st Congressional District. A former mayor, Rep. Aguilar is committed to strengthening the Inland Empire\xe2\x80\x99s middle class.'",12908,330,2015-02-04 21:01:23,"b'San Bernardino, CA'",3018670151,b'3018670151'
b'RepGrothman',b'Rep. Glenn Grothman',"b""Official account of Congressman Glenn Grothman, proudly representing Wisconsin's Sixth District.""",7765,210,2015-01-13 15:08:48,"b'Washington, D.C.'",2976606250,b'2976606250'
b'CongressmanHice',b'Rep. Jody Hice',"b""I'm honored to serve Georgia's 10th Congressional District. Communications Chair, @freedomcaucus.""",34229,1046,2015-01-12 18:48:35,"b'Greensboro, GA; Washington, DC'",2975091705,b'2975091705'
b'RepBuddyCarter',b'Buddy Carter',"b""Proudly serving Georgia's 1st Congressional District""",21259,299,2015-01-12 00:33:43,b'',2973870195,b'2973870195'
b'RepKathleenRice',b'Kathleen Rice',b'U.S. Representative for #NY04 (Long Island). Former Nassau County DA.',28839,1323,2015-01-09 21:18:27,"b'Long Island, NY'",2970462034,b'2970462034'
b'RepDebDingell',b'Rep. Debbie Dingell',"b""Proudly serving the people of Michigan's 12th Congressional District.\nhttp://t.co/e7qwdRk0zg\nhttp://t.co/q9q7Jj0s26""",53491,2642,2015-01-09 19:15:50,"b'Washington, DC'",2970279814,b'2970279814'
b'RepBonnie',b'Rep. Bonnie Watson Coleman',b'Proudly serving the people of New Jersey\xe2\x80\x99s 12th Congressional District. Proud #BlackWoman. Progressive Dem. Member of the #Resistance. Co-Chair of @CBWGCaucus.',29079,1013,2015-01-08 20:18:16,"b'New Jersey, USA'",2968451607,b'2968451607'
b'RepDeSaulnier',b'Mark DeSaulnier',"b'Representing CA-11. Member of @transportdems @EdLaborCmte @oversightdems @RulesDemocrats. Dad, amateur historian, marathon runner & former small business owner.'",15318,869,2015-01-08 15:32:13,"b'Concord, CA'",2968007206,b'2968007206'
b'RepJohnKatko',b'Rep. John Katko',"b""Official Twitter account of Rep. John Katko. Proudly representing New York's 24th Congressional District.""",15337,237,2015-01-07 21:51:49,"b'Syracuse, New York'",2966765501,b'2966765501'
b'RepRubenGallego',b'Ruben Gallego',"b""Proud representative of Arizona's 7th Congressional District. #AZ07""",73214,3357,2015-01-07 19:31:08,"b'Phoenix, AZ'",2966570782,b'2966570782'
b'RepMarkWalker',b'Rep. Mark Walker',b'US Congressman. @housegop Vice Chair. Ranking Member on Subcommittee for Intelligence and Counterterrorism. Former Pastor gratefully representing #NC06.',22491,1198,2015-01-07 16:20:28,b'',2966205003,b'2966205003'
b'SenMcSallyAZ',b'Martha McSally',b'First female fighter pilot to fly in combat. Veteran. Dog mom to Boomer. Proudly representing the people of Arizona in the U.S Senate.',68132,750,2015-01-06 20:39:37,"b'Arizona, USA'",2964949642,b'2964949642'
b'RepBost',b'Rep. Mike Bost',"b'Member of Congress proudly representing IL-12. Serving on @TransportGOP, @HouseAgGOP, and @HouseVetAffairs Committees. Find me on FB at https://t.co/cjWY9Itiyr'",11889,1884,2015-01-06 19:55:08,b'IL-12 Congressional District',2964877294,b'2964877294'
b'RepAlexMooney',b'Rep. Alex Mooney',"b""Husband, Father, Conservative Representing West Virginia's 2nd Congressional District. #wv02 #wvpol Member of @financialcmte""",8614,518,2015-01-06 17:13:10,"b'Charles Town, WV'",2964526557,b'2964526557'
b'RepRickAllen',b'Rick W. Allen',"b""Proudly representing Georgia's 12th Congressional District""",19889,136,2015-01-06 14:45:18,"b'Augusta, GA and Washington, DC'",2964287128,b'2964287128'
b'SenThomTillis',b'Senator Thom Tillis',b'Official Twitter account of North Carolina U.S. Senator Thom Tillis.',88668,4635,2015-01-06 14:22:18,"b'North Carolina, USA'",2964174789,b'2964174789'
b'HurdOnTheHill',b'Rep. Will Hurd',"b'Serving #TX23 in Congress on @HouseAppropsGOP & #Intel, #SanAntonio native, @TAMU grad, formerly undercover @CIA'",55647,1097,2015-01-06 04:27:18,b'#TX23',2963445730,b'2963445730'
b'SenSasse',b'Senator Ben Sasse',b'The press office account of U.S. Sen. Sasse. His (less political/hopefully more interesting) personal account is @ BenSasse.',145918,1,2015-01-05 22:39:56,b'',2962923040,b'2962923040'
b'RepAbraham',b'Rep. Ralph Abraham',"b""Proudly representing Louisiana's 5th District. Rural family physician, veteran, farmer, pilot, former veterinarian, husband, father & grandfather.""",27467,121,2015-01-05 23:01:54,b'',2962891515,b'2962891515'
b'RepDonBeyer',b'Rep. Don Beyer',"b'Representing Northern Virginia\xe2\x80\x99s #VA8 in Congress. Serve on @WaysMeansCmte, @HouseScience. Co-Chair @CaucusOnClimate. #StopGunViolence #EqualPay'",78637,3498,2015-01-05 22:09:04,b'Northern Virginia & DC',2962868158,b'2962868158'
b'RepStefanik',b'Rep. Elise Stefanik',"b""Official Twitter Account for Congresswoman Elise Stefanik, proudly representing New York's 21st District.""",38720,421,2015-01-05 22:17:51,b'',2962813893,b'2962813893'
b'SenatorRounds',b'Senator Mike Rounds',b'U.S. Senator for South Dakota',21812,565,2015-01-01 20:23:49,"b'Pierre, South Dakota'",2955485182,b'2955485182'
b'RepFrenchHill',b'French Hill',b'Official account of Rep. French Hill. 9th generation Arkansan. @FinancialCmte Subcommittee Ranking Member. Proudly representing AR-02.',17104,1265,2014-12-31 23:54:58,"b'Little Rock, AR'",2953974395,b'2953974395'
b'RepGarretGraves',b'Rep. Garret Graves',b'Official Twitter Page of Congressman Garret Graves (LA06)',13127,1129,2014-12-30 17:51:24,b'Follow us on Facebook: ',2951574214,b'2951574214'
b'RepNewhouse',b'Rep. Dan Newhouse',"b""Proud to represent Washington's 4th District in the U.S. Congress""",13887,1308,2014-12-18 20:19:23,b'',2930635215,b'2930635215'
b'RepBrianBabin',b'Brian Babin',b'Honored to serve citizens of #TX36 in U.S. Congress. Ranking Member of Space and Aeronautics Subcmte & serve on @HouseScienceGOP and @TransportGOP Committee.',12792,651,2014-12-18 13:28:53,b'',2929491549,b'2929491549'
b'RepAdams',b'Alma S. Adams',b'Congresswoman representing NC\xe2\x80\x99s 12th District. Educator. Artist. Founder & Co-Chair of the Bipartisan HBCU Caucus.',16453,1528,2014-12-11 19:54:07,b'',2916086925,b'2916086925'
b'RepTomEmmer',b'Tom Emmer',"b""Husband, father, hockey fan, and Congressman for Minnesota's 6th District.""",13945,931,2014-12-10 21:44:52,"b'Otsego, MN | Washington, D.C.'",2914515430,b'2914515430'
b'RepLoudermilk',b'Barry Loudermilk',"b""Rep. Barry Loudermilk represents Georgia's 11th Congressional District, which includes all of Bartow and Cherokee counties and portions of Cobb and Fulton.""",19377,1553,2014-12-10 18:53:17,b'',2914163523,b'2914163523'
b'SenDanSullivan',b'Sen. Dan Sullivan',b'Official twitter account for U.S. Senator Dan Sullivan.  Proudly serving the state of Alaska.',39395,695,2014-11-05 21:25:42,b'',2891210047,b'2891210047'
b'sendavidperdue',b'David Perdue',b'Official Twitter account for U.S. Senator David Perdue of Georgia.',69624,1012,2014-11-05 20:58:02,b'Georgia',2863210809,b'2863210809'
b'RepLawrence',b'Brenda Lawrence',"b""Congresswoman for Michigan's 14th District: Detroit, Southfield, Oakland and Wayne Counties. Instagram: Repbrendalawrence, Facebook: Rep.BLawrence""",19624,1196,2014-11-05 18:46:39,"b'Washington, DC'",2863006655,b'2863006655'
b'RepKenBuck',b'Congressman Ken Buck',b'Proudly representing the wonderful people of Colorado (CO-04). Member on @JudiciaryGOP & @HouseForeignGOP',27163,359,2014-11-05 14:49:30,"b'Windsor, CO | Washington, DC'",2862577383,b'2862577383'
b'USRepGaryPalmer',b'Gary Palmer',"b""Proudly serving the people of Alabama's 6th Congressional District.""",17305,877,2014-11-04 22:58:38,b'',2861616083,b'2861616083'
b'SenJoniErnst',b'Joni Ernst',b'Follow for news and updates from the Office of Iowa Senator Joni K. Ernst. Tweets from Joni are signed JKE.',68909,146,2014-11-02 13:32:54,b'Iowa',2856787757,b'2856787757'
b'RepWesterman',b'Rep. Bruce Westerman',b'Representing the 4th District of Arkansas. Husband. Father of 4. Hot Springs native. Engineer. Forester.',9525,251,2014-10-31 03:57:48,"b'Hot Springs, Arkansas'",2852998461,b'2852998461'
b'RepRatcliffe',b'John Ratcliffe',"b""U.S. Congressman for Texas' 4th District. Member of House Intelligence Committee, @JudiciaryGOP & House Ethics. Former federal prosecutor.""",104856,757,2014-10-27 20:20:35,"b'Heath, TX'",2847221717,b'2847221717'
b'RepLeeZeldin',b'Lee Zeldin',"b""Proudly representing New York's First Congressional District. Ranking Member of @HouseForeignGOP Subcommittee on Oversight & Investigations.""",115157,1868,2014-08-20 19:25:47,b'',2750127259,b'2750127259'
b'StaceyPlaskett',b'Rep. Stacey Plaskett',b'Proudly representing the Virgin Islands of the United States',47262,553,2014-08-11 14:40:01,"b'U.S. Virgin Is. | Wash., DC'",2724095695,b'2724095695'
b'RepMoolenaar',b'Rep. John Moolenaar',"b""Representing Michigan's Fourth Congressional District. This is the Twitter page of the official House office.""",11302,338,2014-07-31 21:09:14,b'',2696643955,b'2696643955'
b'RepHastingsFL',b'Alcee L. Hastings',b'Congressman Alcee L. Hastings represents parts of Broward and Palm Beach counties in the U.S. House of Representatives.',26018,265,2014-04-08 14:53:21,b'Florida 20th',2433737761,b'2433737761'
b'RepRobWoodall',b'Rob Woodall',"b'U.S. Representative for the Seventh District of Georgia. Serving on the Rules Committee, Transportation & Infrastructure Committee, and House Budget Committee.'",14723,723,2014-03-10 21:01:47,"b'Lawrenceville, GA; Wash., D.C.'",2382685057,b'2382685057'
b'RepJimmyGomez',b'Rep. Jimmy Gomez',"b'Official account for U.S. Congressman Jimmy Gomez (CA-34, Los Angeles). Cmtees: @WaysMeansCmte @OversightDems Find us on FB: https://t.co/1pRH7kHn00'",12022,3495,2014-03-04 03:56:14,"b'Los Angeles, CA'",2371339658,b'2371339658'
b'RepKClark',b'Katherine Clark',b'Vice Chair of the House Democratic Caucus. Proudly representing the people of the 5th District of Massachusetts.',68280,1439,2014-01-15 18:53:47,b'',2293131060,b'2293131060'
b'RepByrne',b'Rep. Bradley Byrne',"b""I am proud to represent Alabama's First Congressional District in the U.S. House of Representatives. Official Congressional Account""",22888,3831,2013-12-19 19:42:18,b'Southwest Alabama',2253968388,b'2253968388'
b'SenBooker',b'Sen. Cory Booker',"b'The U.S. Senate Office of Cory Booker, D-NJ. Tweets by staff.'",142426,5903,2013-10-31 19:02:04,"b'New Jersey * Washington, DC'",2167097881,b'2167097881'
b'RepGuthrie',b'Rep. Brett Guthrie',"b""Fighting for conservative values in Washington while representing the people of Kentucky's 2nd Congressional District""",16789,217,2013-09-26 14:37:17,"b""Kentucky's Second District""",1908143071,b'1908143071'
b'USRepKCastor',b'US Rep Kathy Castor',"b""Tampa Bay's Congresswoman \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 Chair, House Committee on the Climate Crisis""",19865,4331,2013-09-18 20:03:57,b'',1880674038,b'1880674038'
b'RepBlaine',b'Blaine Luetkemeyer',"b""Proudly serving Missouri's 3rd Congressional District. House @FinancialCmte and @HouseSmallBiz Commitee member.""",13212,265,2013-09-09 19:53:08,"b""Missouri's 3rd District""",1849261916,b'1849261916'
b'RepJasonSmith',b'Rep. Jason Smith',"b""Honored to represent the families of Missouri's 8th Congressional District in the United States House of Representatives.""",26857,956,2013-07-26 16:13:03,b'MO-08',1623308912,b'1623308912'
b'RepBeatty',b'Joyce Beatty',"b""Official Twitter account for Congresswoman Beatty, representing Ohio's Third Congressional District in the U.S. House of Representatives.""",36391,1960,2013-06-19 17:47:09,"b""Ohio's Third District""",1531521632,b'1531521632'
b'USRepLong',b'U.S. Rep. Billy Long',b'Representing Missouri\xe2\x80\x99s 7th District in the United States Congress - Member of the House Energy and Commerce Committee',21320,4326,2013-05-20 15:02:21,b'',1444015610,b'1444015610'
b'PeterWelch',b'Rep. Peter Welch',"b'Official Twitter Account for Congressman Peter Welch, proudly representing the great state of Vermont in the U.S. House of Representatives.'",18660,1987,2013-05-07 16:10:47,"b'Vermont and Washington, DC'",1410590874,b'1410590874'
b'RepRobinKelly',b'Robin Kelly',"b'Official Twitter account for Robin Kelly, U.S. Representative #IL02.'",28185,11061,2013-04-09 19:02:01,b'',1339931490,b'1339931490'
b'Rep_Hunter',b'Rep. Duncan Hunter',b'Proudly representing California\xe2\x80\x99s 50th District https://t.co/0yyKBsCmQe',19418,250,2013-03-26 21:04:26,b'',1305596696,b'1305596696'
b'RepChrisSmith',b'Rep. Chris Smith',b'Proud to represent the 4th Congressional District of New Jersey.\n\nSocial media policy: https://t.co/vKjnDqaOS5',29678,226,2013-03-22 18:03:53,b'',1289319271,b'1289319271'
b'RepJuanVargas',b'Rep. Juan Vargas',"b""Official Twitter account of Rep. Vargas, representing southern San Diego County, all of Imperial County and California's entire U.S.-Mexico border. #CA51""",23542,446,2013-03-11 19:04:01,"b'SD/Imperial Counties, CA'",1260172386,b'1260172386'
b'senatemajldr',b'Leader McConnell',b'U.S. Senate Majority Leader Mitch McConnell',1070458,104,2013-03-07 20:21:15,"b'Washington, DC'",1249982359,b'1249982359'
b'RepBrownley',b'Congresswoman Julia Brownley',b'Serving #CA26 & fighting for Ventura County. Chairwoman of @VetAffairsDems Health Subcommittee & #WomenVetsTaskForce. Member of @TransportDems & @ClimateCrisis.',19074,1032,2013-03-05 14:51:28,"b'Ventura County & Washington, DC'",1243902714,b'1243902714'
b'RepCardenas',b'Rep. Tony C\xc3\xa1rdenas',"b""Proud to represent California's 29th District - the San Fernando Valley - in The People\xe2\x80\x99s House. Member of @EnergyCommerce""",20933,1441,2013-02-26 16:12:35,"b'San Fernando Valley, CA'",1222257180,b'1222257180'
b'SteveScalise',b'Steve Scalise',b'House Republican Whip. Dad. LSU & Saints fan. Proudly representing Louisiana\xe2\x80\x99s First District.',342573,1292,2013-02-22 18:10:47,"b'Jefferson, LA'",1209417007,b'1209417007'
b'repmarkpocan',b'Rep. Mark Pocan',"b""Honored to serve the people of Wisconsin's Second District. Co-Chair of @USProgressives and @LGBTEqCaucus. Member of @AppropsDems. He/Him/His.""",89233,5550,2013-02-21 22:59:04,"b'Madison, WI'",1206227149,b'1206227149'
b'RepDonaldPayne',b'Rep. Donald Payne Jr',"b""The NRA gave me an F because I want to end gun violence. Father of triplets. Son of Newark. Proudly serving New Jersey's 10th Congressional District.""",18931,1181,2013-02-06 22:52:35,b'www.facebook.com/DonaldPayneJr',1155335864,b'1155335864'
b'RepDWStweets',b'Rep. Debbie Wasserman Schultz',"b""U.S. Congresswoman proudly representing the people of Florida's 23rd District in our nation's capital.""",15030,2283,2013-02-01 20:31:25,b'Weston & Washington',1140648348,b'1140648348'
b'RepScottPeters',b'Rep. Scott Peters',"b'Serving #CA52. I will support and defend the Constitution of the United States against all enemies, foreign and domestic.'",26495,947,2013-01-30 23:28:14,"b'San Diego, Poway, Coronado'",1135486501,b'1135486501'
b'MartinHeinrich',b'Martin Heinrich',b'United States Senator from New Mexico',191264,575,2013-01-17 20:24:19,b'',1099199839,b'1099199839'
b'SenatorRisch',b'Jim Risch',b'U.S. Senator for Idaho',85491,319,2013-01-16 18:58:23,b'Boise',1096059529,b'1096059529'
b'RepCheri',b'Rep. Cheri Bustos',"b'Serving Illinois\xe2\x80\x99 17th District. Former reporter working in Congress #ForThePeople. Athlete, wife and mother of three sons. Facebook & Instagram: RepCheri.'",32989,4334,2013-01-15 19:15:03,"b'Illinois & Washington, D.C.'",1092979962,b'1092979962'
b'CongressmanRuiz',b'Raul Ruiz',"b""Emergency medicine physician and public servant. Proudly serving California's 36th Congressional District.""",19879,31,2013-01-14 18:58:43,b'',1089859058,b'1089859058'
b'RepAndyBarr',b'Rep. Andy Barr',"b""Honored to represent Kentucky's Sixth Congressional District.  Fighting to get Kentuckians back to work and restore fiscal responsibility to Washington""",22095,1170,2013-01-14 15:29:49,"b'Lexington, KY'",1089334250,b'1089334250'
b'RepFilemonVela',b'US Rep. Filemon Vela',b'U.S. Congressman for the 34th District of Texas - Privileged to represent South Texans.',16097,390,2013-01-12 16:24:06,"b'District 34, Texas'",1083448909,b'1083448909'
b'SenatorSinema',b'Kyrsten Sinema',"b'Official Twitter feed of U.S. Senator Kyrsten Sinema, serving Arizona.'",102329,736,2013-01-11 20:31:03,b'',1080844782,b'1080844782'
b'RepBillFoster',b'Bill Foster',b'Congressman Bill Foster is a scientist and businessman representing the 11th Congressional District of Illinois',41873,1772,2013-01-11 18:17:11,"b'Naperville, IL'",1080509366,b'1080509366'
b'RepRWilliams',b'Rep. Roger Williams',b'I am honored to represent the 25th Congressional District of Texas. Member of @FinancialCmte.',12065,734,2013-01-10 19:21:22,b'Central Texas',1077446982,b'1077446982'
b'RepLoisFrankel',b'Rep. Lois Frankel',"b""Representative from Florida's 21st Congressional District. Co-Chair of @HouseDemWomen.""",29315,1568,2013-01-10 16:58:38,b'',1077121945,b'1077121945'
b'SenatorBaldwin',b'Sen. Tammy Baldwin',"b""Official Twitter account of United States Senator Tammy Baldwin's office, proudly working for the State of Wisconsin.""",112563,2661,2013-01-09 18:29:44,"b'Washington, D.C.'",1074518754,b'1074518754'
b'SenTedCruz',b'Senator Ted Cruz',b'Representing the State of Texas in the United States Senate.',1319570,6930,2013-01-09 18:11:37,"b'Houston, Texas'",1074480192,b'1074480192'
b'RepPaulCook',b'Rep. Paul Cook',"b""Twenty-six year retired @USMC Colonel serving as a United States Congressman from California's 8th Congressional District. Join the conversation #CA08 #Semperfi""",18040,1138,2013-01-09 17:43:44,"b'Apple Valley, California'",1074412920,b'1074412920'
b'RepVeasey',b'Rep. Marc Veasey',b'Represent Dallas-Fort Worth | Assistant Whip | @energycommerce & Small Biz | #GunViolencePrevention Taskforce Whip | Voting Rights Caucus \xf0\x9f\x97\xb3 +@bluecollardems',25060,3269,2013-01-09 15:49:27,"b'Dallas-Fort Worth, Texas'",1074129612,b'1074129612'
b'SusanWBrooks',b'Susan W. Brooks',b'Serving the good people of Indiana\xe2\x80\x99s 5th District in Congress. Facebook: https://t.co/LPD9s9AMeh Instagram: @susanwbrooks',22509,1301,2013-01-09 15:30:38,b'',1074101017,b'1074101017'
b'RepSeanMaloney',b'Sean Patrick Maloney',b'Representing NY\xe2\x80\x99s 18th Cong\xe2\x80\x99l Dist. Husband & dad w/ 3 amazing kids. Goal is to remain adult in Washington. Working on Intel to keep USA safe & free. \xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x8f\xb3\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x8c\x88',33926,1802,2013-01-09 01:00:33,"b'Cold Spring, NY'",1072467470,b'1072467470'
b'RepChrisStewart',b'Rep. Chris Stewart',"b""Utah's 2nd District Congressman. Former Air Force B-1 pilot, author, House Intelligence, Budget, & Appropriations Committees. Visit https://t.co/GUW6weAva6""",24735,381,2013-01-08 21:08:19,b'Utah and DC',1072008757,b'1072008757'
b'RepTedYoho',b'Ted Yoho',"b""Representing Florida's 3rd Congressional District; large animal veterinarian; conservative business owner; Member of @HouseForeignGOP  & @HouseAgGOP Committees""",34617,308,2013-01-08 20:25:18,b'',1071900114,b'1071900114'
b'RepSchneider',b'Rep. Brad Schneider',"b""Proud to represent the people of Illinois's 10th Congressional District""",10597,1059,2013-01-08 19:59:14,b'Illinois',1071840474,b'1071840474'
b'SenatorFischer',b'Senator Deb Fischer',b'U.S. Senator and Cherry County rancher working to bring some Nebraska common sense to Washington',83711,202,2013-01-08 16:49:07,b'',1071402577,b'1071402577'
b'RepHuffman',b'Rep. Jared Huffman',"b""Congressman for California's North Coast. On Facebook at https://t.co/a4QfL2Jw5p.   Listen to my brand new podcast at https://t.co/XDE8MuHKxF""",34065,822,2013-01-08 14:52:00,"b""California's North Coast""",1071102246,b'1071102246'
b'RepLaMalfa',b'Rep. Doug LaMalfa',"b""Representing California's First District including Siskiyou, Shasta, Tehama, Butte, Glenn, Modoc, Lassen, Plumas, Sierra, Nevada and Placer Counties""",19433,984,2013-01-07 20:07:58,b'Northern California',1069124515,b'1069124515'
b'RepDennyHeck',b'Denny Heck',"b'Proudly representing #WA10 in Congress. Husband, (gran)dad, @GonzagaBulldogs fan & #12thMan.  Serves on @HouseIntel (#FollowtheFacts), @FSCDems, and @JECDems.'",27590,3929,2013-01-07 14:55:36,"b'South Puget Sound, WA'",1068499286,b'1068499286'
b'SenAngusKing',b'Senator Angus King',b'News from the office of Independent U.S. Senator Angus King of Maine. Operated by the Press Team. Following/retweeting does not equal an endorsement.',211118,547,2013-01-07 14:52:27,b'',1068481578,b'1068481578'
b'RepWalorski',b'Jackie Walorski',"b""Representing Indiana's Second Congressional District""",17735,684,2013-01-06 15:41:40,b'',1065995022,b'1065995022'
b'TulsiPress',b'Rep. Tulsi Gabbard',"b""Aloha - Official account of Rep Tulsi Gabbard (HI-02), managed by staff. (Use of TG's military rank, title, or photo do not imply Army or DoD endorsement.)""",219021,1154,2013-01-05 22:57:50,b'',1064206014,b'1064206014'
b'RepDougCollins',b'Rep. Doug Collins',"b""Working for Georgia's 9th Congressional District. Pastor, attorney, military chaplain. Ranking Member of @JudiciaryGOP.""",142220,956,2013-01-04 13:43:55,"b'Gainesville, Georgia'",1060487274,b'1060487274'
b'RepMullin',b'Markwayne Mullin',b'Father of six. Small business owner. Honored to represent Oklahoma\xe2\x80\x99s conservative values in Congress. https://t.co/0jHkAECORk',19144,705,2013-01-04 12:43:55,b'Oklahoma',1060370282,b'1060370282'
b'RepDerekKilmer',b'Rep. Derek Kilmer',"b""Representing Washington's 6th District in the House of Representatives           \nFacebook: https://t.co/Q846OoBuMH\nInstagram: https://t.co/4fkuLkAa0e""",26127,275,2013-01-03 22:15:02,b'',1058917562,b'1058917562'
b'RepAnnieKuster',b'Ann McLane Kuster',b'Honored to serve the people of New Hampshire\xe2\x80\x99s Second District in Congress.',22070,2160,2013-01-03 20:29:22,"b""NH's 2nd District""",1058717720,b'1058717720'
b'SenDuckworth',b'Tammy Duckworth',"b'Official Twitter account for U.S. Senator Tammy Duckworth. For more information, visit'",556170,6872,2013-01-03 18:59:33,b'',1058520120,b'1058520120'
b'RepHolding',b'George Holding',"b""Raleigh native representing North Carolina's 2nd district in Congress.""",17343,553,2013-01-03 18:27:36,b'',1058460818,b'1058460818'
b'RepTomRice',b'Congressman Tom Rice',"b""Former CPA and tax lawyer. Proudly representing South Carolina's 7th Congressional District. Find me on FB at https://t.co/1YXogZ4l3N.""",16481,424,2013-01-03 17:35:05,b'',1058345042,b'1058345042'
b'TXRandy14',b'Randy Weber',b'Representative for the 14th Congressional District of Texas. https://t.co/3YiUH3WeW6 | Instagram: TXRandy14',16451,540,2013-01-03 15:30:06,"b'Friendswood, TX'",1058051748,b'1058051748'
b'RepJoeKennedy',b'Rep. Joe Kennedy III',"b""Official Twitter account of Congressman Joe Kennedy III, representing Massachusetts' 4th Congressional District.""",789557,701,2013-01-02 19:33:36,b'',1055907624,b'1055907624'
b'RepLowenthal',b'Rep. Alan Lowenthal',"b""Proudly serving California's 47th Congressional District. http://t.co/pHmhAyCM6J""",31130,3197,2013-01-02 18:11:33,"b'Long Beach, CA'",1055730738,b'1055730738'
